customer_id,age,average_purchase,loyalty_score,preferred_color,membership_level,is_active,has_subscription,marketing_consent,last_feedback,registration_date,membership_duration_days,tags
751,57,107.88,0.1,Red,Gold,False,1,Yes,Customer feedback 750: Could be better,2024-03-04 09:44:26.082742,659.4,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
752,53,95.84,4.4,Green,Platinum,True,0,Yes,Customer feedback 751: Excellent products,2023-09-25 09:44:26.082744,624.7,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
753,41,98.85,8.8,Blue,Gold,False,0,No,Customer feedback 752: Could be better,2022-10-04 09:44:26.082746,282.5,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
754,23,151.07,0.5,Red,Bronze,True,0,No,Customer feedback 753: Great service!,2023-12-27 09:44:26.082748,378.0,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
755,83,69.69,1.9,Yellow,Gold,False,0,Yes,Customer feedback 754: Great service!,2023-05-30 09:44:26.082750,102.9,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
756,21,128.39,3.1,Green,Bronze,False,0,No,Customer feedback 755: Need improvement,2024-01-10 09:44:26.082753,719.0,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
757,23,91.25,7.3,Green,Platinum,True,1,No,Customer feedback 756: Excellent products,2024-05-08 09:44:26.082755,503.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
758,68,113.74,6.4,Yellow,Gold,False,0,No,Customer feedback 757: Great service!,2024-07-25 09:44:26.082757,708.8,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
759,79,153.22,4.2,Yellow,Platinum,False,0,Yes,Customer feedback 758: Excellent products,2023-05-24 09:44:26.082759,248.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
760,74,117.22,7.6,Yellow,Bronze,False,0,Yes,Customer feedback 759: Excellent products,2022-08-15 09:44:26.082762,324.4,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
761,83,109.31,6.1,Blue,Gold,True,1,Yes,Customer feedback 760: Excellent products,2024-06-23 09:44:26.082764,334.2,"{'interests': ['Food', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
762,25,139.98,9.0,Black,Platinum,False,1,No,Customer feedback 761: Excellent products,2024-07-04 09:44:26.082766,25.7,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
763,43,128.12,8.2,Green,Bronze,False,0,No,Customer feedback 762: Excellent products,2025-03-15 09:44:26.082768,341.0,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
764,68,80.02,2.5,Black,Platinum,True,1,Yes,Customer feedback 763: Could be better,2024-08-08 09:44:26.082771,803.3,"{'interests': ['Food', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
765,62,107.36,2.7,Black,Silver,True,1,Yes,Customer feedback 764: Need improvement,2024-07-08 09:44:26.082773,897.3,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
766,61,57.06,1.3,Yellow,Bronze,True,1,No,Customer feedback 765: Excellent products,2024-02-11 09:44:26.082775,518.2,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
767,22,86.5,3.4,Blue,Bronze,True,1,No,Customer feedback 766: Could be better,2022-09-02 09:44:26.082777,455.5,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
768,87,107.85,10.0,Red,Bronze,True,1,Yes,Customer feedback 767: Great service!,2024-05-29 09:44:26.082779,30.8,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
769,43,84.95,4.1,Blue,Gold,False,1,No,Customer feedback 768: Excellent products,2025-03-04 09:44:26.082782,879.2,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
770,85,106.83,2.2,Black,Gold,False,0,No,Customer feedback 769: Great service!,2022-12-30 09:44:26.082784,13.0,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
771,36,99.67,7.6,Blue,Gold,False,1,No,Customer feedback 770: Excellent products,2024-12-21 09:44:26.082786,944.8,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
772,37,113.41,5.4,Yellow,Silver,True,1,No,Customer feedback 771: Could be better,2023-05-23 09:44:26.082788,489.2,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
773,29,89.4,1.5,Red,Silver,False,0,No,Customer feedback 772: Could be better,2024-09-30 09:44:26.082791,341.9,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
774,64,76.5,3.8,Yellow,Bronze,True,0,No,Customer feedback 773: Could be better,2024-11-27 09:44:26.082793,924.2,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
775,18,136.95,4.1,Red,Silver,True,0,No,Customer feedback 774: Need improvement,2024-09-06 09:44:26.082795,24.4,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
776,31,87.61,7.5,Black,Platinum,False,0,Yes,Customer feedback 775: Great service!,2024-02-15 09:44:26.082798,581.4,"{'interests': ['Sports', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
777,81,116.5,0.2,Red,Bronze,True,1,Yes,Customer feedback 776: Need improvement,2024-06-27 09:44:26.082800,548.9,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
778,55,135.88,2.7,Red,Bronze,True,1,No,Customer feedback 777: Excellent products,2022-08-19 09:44:26.082802,219.3,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
779,54,104.07,5.2,Red,Platinum,False,1,No,Customer feedback 778: Great service!,2024-07-25 09:44:26.082804,428.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
780,28,78.59,2.7,Blue,Bronze,True,1,No,Customer feedback 779: Could be better,2025-03-16 09:44:26.082806,652.3,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
781,20,95.53,6.3,Blue,Silver,True,0,Yes,Customer feedback 780: Great service!,2023-04-23 09:44:26.082809,727.1,"{'interests': ['Sports', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
782,50,125.44,4.8,Black,Gold,False,1,Yes,Customer feedback 781: Could be better,2023-04-03 09:44:26.082811,0.7,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
783,23,105.16,3.6,Red,Platinum,True,1,No,Customer feedback 782: Need improvement,2024-11-19 09:44:26.082813,936.9,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
784,67,69.87,9.5,Green,Silver,True,0,Yes,Customer feedback 783: Need improvement,2024-08-24 09:44:26.082815,164.5,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
785,27,114.92,6.3,Black,Platinum,False,1,No,Customer feedback 784: Could be better,2025-04-01 09:44:26.082818,233.6,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
786,22,119.24,1.3,Red,Platinum,False,1,No,Customer feedback 785: Could be better,2022-08-15 09:44:26.082820,263.5,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
787,40,91.12,5.6,Red,Bronze,False,1,No,Customer feedback 786: Excellent products,2024-08-11 09:44:26.082822,37.8,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
788,27,115.26,7.8,Blue,Bronze,False,1,No,Customer feedback 787: Need improvement,2022-12-02 09:44:26.082824,123.1,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
789,61,106.13,7.1,Black,Silver,True,0,No,Customer feedback 788: Need improvement,2023-12-26 09:44:26.082827,986.3,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
790,19,95.06,1.7,Red,Platinum,True,0,No,Customer feedback 789: Excellent products,2024-08-19 09:44:26.082829,315.2,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
791,30,67.66,9.7,Red,Bronze,False,0,No,Customer feedback 790: Need improvement,2022-10-04 09:44:26.082831,115.3,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
792,57,126.95,4.5,Black,Bronze,True,0,Yes,Customer feedback 791: Could be better,2023-06-20 09:44:26.082833,107.0,"{'interests': ['Technology', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
793,19,118.98,1.6,Green,Platinum,True,0,No,Customer feedback 792: Great service!,2023-11-22 09:44:26.082836,719.5,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
794,82,114.6,1.8,Black,Silver,False,1,Yes,Customer feedback 793: Great service!,2023-10-31 09:44:26.082838,854.6,"{'interests': ['Sports', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
795,80,138.61,1.0,Black,Silver,False,1,No,Customer feedback 794: Need improvement,2023-05-03 09:44:26.082840,257.0,"{'interests': ['Sports', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
796,34,123.63,8.0,Green,Platinum,True,0,No,Customer feedback 795: Excellent products,2022-11-24 09:44:26.082843,20.9,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
797,26,117.16,1.2,Black,Silver,False,0,Yes,Customer feedback 796: Could be better,2022-09-30 09:44:26.082845,223.1,"{'interests': ['Food', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
798,32,44.67,1.3,Red,Bronze,False,0,Yes,Customer feedback 797: Great service!,2022-08-06 09:44:26.082847,56.5,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
799,41,129.92,8.5,Black,Platinum,False,1,No,Customer feedback 798: Could be better,2023-05-28 09:44:26.082849,103.4,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
800,55,102.08,3.4,Green,Bronze,True,0,Yes,Customer feedback 799: Need improvement,2022-07-17 09:44:26.082851,431.5,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
801,52,107.81,0.3,Yellow,Gold,False,1,No,Customer feedback 800: Need improvement,2024-11-16 09:44:26.082853,229.9,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
802,66,107.98,0.5,Black,Gold,True,1,No,Customer feedback 801: Great service!,2024-07-02 09:44:26.082856,515.9,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
803,86,119.35,1.4,Blue,Silver,True,1,Yes,Customer feedback 802: Need improvement,2024-06-17 09:44:26.082858,253.5,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
804,79,128.05,2.1,Red,Gold,True,1,Yes,Customer feedback 803: Excellent products,2025-02-10 09:44:26.082860,940.5,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
805,77,115.86,6.7,Red,Bronze,False,0,Yes,Customer feedback 804: Need improvement,2023-05-18 09:44:26.082862,905.9,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
806,67,111.88,1.6,Blue,Gold,False,1,Yes,Customer feedback 805: Need improvement,2024-12-15 09:44:26.082865,566.8,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
807,26,105.79,1.2,Blue,Bronze,False,1,No,Customer feedback 806: Need improvement,2023-04-20 09:44:26.082867,354.4,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
808,51,16.21,7.6,Black,Silver,False,0,Yes,Customer feedback 807: Could be better,2022-08-30 09:44:26.082869,381.1,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
809,52,92.81,6.7,Blue,Silver,False,1,Yes,Customer feedback 808: Could be better,2023-06-26 09:44:26.082871,411.9,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
810,18,76.46,4.4,Yellow,Bronze,True,1,Yes,Customer feedback 809: Great service!,2025-03-31 09:44:26.082874,727.6,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
811,57,130.27,5.5,Green,Gold,True,1,Yes,Customer feedback 810: Great service!,2023-06-07 09:44:26.082876,451.6,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
812,81,115.48,3.1,Blue,Silver,True,0,Yes,Customer feedback 811: Great service!,2023-05-21 09:44:26.082880,856.7,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
813,39,88.55,4.8,Blue,Platinum,False,1,No,Customer feedback 812: Need improvement,2022-09-11 09:44:26.082882,944.1,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
814,77,91.06,5.1,Yellow,Silver,True,1,No,Customer feedback 813: Could be better,2022-11-16 09:44:26.082885,335.9,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
815,81,90.15,3.9,Red,Gold,True,0,Yes,Customer feedback 814: Excellent products,2025-02-16 09:44:26.082887,560.7,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
816,89,89.7,9.1,Red,Platinum,False,0,Yes,Customer feedback 815: Need improvement,2024-12-31 09:44:26.082889,95.1,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
817,28,63.89,0.2,Black,Gold,False,1,No,Customer feedback 816: Need improvement,2022-09-07 09:44:26.082892,200.5,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
818,31,58.47,7.8,Yellow,Bronze,True,1,Yes,Customer feedback 817: Need improvement,2023-09-22 09:44:26.082894,413.5,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
819,77,100.73,1.2,Green,Platinum,True,0,No,Customer feedback 818: Excellent products,2023-03-14 09:44:26.082896,206.2,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
820,47,126.88,8.0,Green,Gold,False,1,No,Customer feedback 819: Great service!,2022-11-27 09:44:26.082898,876.6,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
821,52,86.56,6.2,Yellow,Platinum,False,0,Yes,Customer feedback 820: Excellent products,2024-09-03 09:44:26.082900,158.3,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
822,54,107.59,8.4,Green,Gold,False,1,No,Customer feedback 821: Great service!,2024-01-24 09:44:26.082903,455.7,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
823,22,118.36,1.0,Red,Platinum,False,0,Yes,Customer feedback 822: Excellent products,2022-12-04 09:44:26.082905,605.7,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
824,43,75.17,5.6,Green,Gold,True,1,Yes,Customer feedback 823: Could be better,2023-11-13 09:44:26.082907,691.9,"{'interests': ['Food', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
825,79,99.5,5.0,Green,Bronze,True,0,No,Customer feedback 824: Need improvement,2022-12-20 09:44:26.082909,383.1,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
826,21,83.34,7.1,Yellow,Platinum,False,0,No,Customer feedback 825: Need improvement,2023-06-23 09:44:26.082912,869.1,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
827,59,140.15,5.3,Yellow,Platinum,True,0,Yes,Customer feedback 826: Need improvement,2024-09-11 09:44:26.082914,568.3,"{'interests': ['Food', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
828,35,139.06,5.4,Green,Platinum,True,0,No,Customer feedback 827: Great service!,2024-03-19 09:44:26.082916,439.5,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
829,57,75.19,4.3,Blue,Platinum,False,0,Yes,Customer feedback 828: Excellent products,2025-01-21 09:44:26.082918,67.2,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
830,89,109.65,3.1,Yellow,Bronze,True,1,No,Customer feedback 829: Could be better,2023-11-05 09:44:26.082920,464.7,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
831,56,126.69,4.8,Black,Platinum,True,1,No,Customer feedback 830: Excellent products,2025-01-18 09:44:26.082923,820.7,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
832,31,121.21,1.2,Black,Silver,True,0,Yes,Customer feedback 831: Need improvement,2022-12-15 09:44:26.082925,614.5,"{'interests': ['Sports', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
833,49,102.04,9.6,Red,Bronze,False,1,Yes,Customer feedback 832: Could be better,2025-01-17 09:44:26.082927,832.2,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
834,68,132.66,7.1,Green,Silver,False,1,Yes,Customer feedback 833: Could be better,2023-01-09 09:44:26.082929,494.0,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
835,55,77.39,9.5,Blue,Platinum,True,1,No,Customer feedback 834: Need improvement,2023-02-26 09:44:26.082932,118.5,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
836,40,92.42,2.3,Red,Gold,False,1,Yes,Customer feedback 835: Excellent products,2024-02-19 09:44:26.082934,13.6,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
837,80,78.06,8.8,Green,Silver,False,1,Yes,Customer feedback 836: Need improvement,2023-07-30 09:44:26.082936,303.2,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
838,32,119.56,8.1,Yellow,Platinum,False,1,No,Customer feedback 837: Excellent products,2024-12-19 09:44:26.082939,698.0,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
839,42,85.43,6.8,Black,Silver,True,0,No,Customer feedback 838: Could be better,2022-12-11 09:44:26.082941,790.3,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
840,34,95.72,6.3,Blue,Platinum,True,1,Yes,Customer feedback 839: Could be better,2023-10-01 09:44:26.082943,295.8,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
841,83,115.44,3.2,Black,Platinum,False,1,Yes,Customer feedback 840: Need improvement,2023-12-15 09:44:26.082945,495.7,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
842,70,117.46,8.2,Yellow,Platinum,True,1,Yes,Customer feedback 841: Could be better,2022-12-30 09:44:26.082947,421.1,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
843,68,77.32,5.0,Green,Gold,True,0,Yes,Customer feedback 842: Great service!,2024-07-03 09:44:26.082950,410.5,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
844,56,126.42,0.7,Yellow,Silver,True,1,No,Customer feedback 843: Could be better,2025-01-06 09:44:26.082952,231.3,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
845,68,111.39,3.1,Yellow,Bronze,True,1,No,Customer feedback 844: Great service!,2023-04-12 09:44:26.082954,136.4,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
846,87,72.96,9.4,Black,Bronze,True,1,Yes,Customer feedback 845: Could be better,2022-11-05 09:44:26.082957,196.7,"{'interests': ['Technology', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
847,23,66.81,8.5,Blue,Bronze,False,0,Yes,Customer feedback 846: Need improvement,2025-01-17 09:44:26.082959,55.3,"{'interests': ['Food', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
848,84,99.6,9.8,Yellow,Bronze,True,1,Yes,Customer feedback 847: Need improvement,2025-01-17 09:44:26.082961,198.1,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
849,24,121.25,6.3,Black,Platinum,True,0,No,Customer feedback 848: Great service!,2024-01-18 09:44:26.082963,9.2,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
850,68,121.89,2.5,Blue,Silver,True,1,Yes,Customer feedback 849: Need improvement,2023-10-12 09:44:26.082965,627.3,"{'interests': ['Food', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
851,89,108.9,1.6,Green,Silver,False,0,Yes,Customer feedback 850: Could be better,2024-08-02 09:44:26.082968,316.4,"{'interests': ['Food', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
852,59,101.22,1.9,Green,Gold,False,0,No,Customer feedback 851: Could be better,2023-09-04 09:44:26.082970,973.1,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
853,81,112.79,0.2,Red,Silver,False,0,No,Customer feedback 852: Need improvement,2023-02-16 09:44:26.082972,193.7,"{'interests': ['Technology', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
854,32,78.62,3.9,Black,Silver,True,1,Yes,Customer feedback 853: Could be better,2024-03-18 09:44:26.082975,345.8,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
855,46,142.17,1.9,Blue,Silver,False,0,Yes,Customer feedback 854: Excellent products,2022-07-27 09:44:26.082977,357.8,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
856,50,141.85,4.1,Yellow,Gold,False,0,No,Customer feedback 855: Excellent products,2023-04-18 09:44:26.082979,8.5,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
857,44,110.72,9.3,Green,Bronze,False,0,Yes,Customer feedback 856: Could be better,2023-09-12 09:44:26.082981,839.2,"{'interests': ['Sports', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
858,53,104.93,4.3,Blue,Silver,False,0,Yes,Customer feedback 857: Need improvement,2023-04-22 09:44:26.082983,32.0,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
859,46,89.71,8.8,Black,Gold,True,1,No,Customer feedback 858: Great service!,2023-03-29 09:44:26.082986,940.2,"{'interests': ['Food', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Medium')}"
860,55,113.22,6.1,Red,Gold,False,1,No,Customer feedback 859: Need improvement,2024-11-13 09:44:26.082988,892.1,"{'interests': ['Fashion', 'Fashion'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
861,74,82.72,2.5,Green,Platinum,False,1,No,Customer feedback 860: Great service!,2022-10-24 09:44:26.082990,535.5,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
862,44,44.41,3.6,Blue,Gold,True,1,Yes,Customer feedback 861: Need improvement,2024-04-01 09:44:26.082992,543.6,"{'interests': ['Technology', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
863,72,32.15,0.8,Blue,Bronze,True,0,No,Customer feedback 862: Could be better,2025-01-10 09:44:26.082995,653.8,"{'interests': ['Sports', 'Fashion'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
864,50,80.01,3.3,Blue,Silver,False,1,No,Customer feedback 863: Excellent products,2024-11-12 09:44:26.082997,387.1,"{'interests': ['Food', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Low')}"
865,85,103.91,6.8,Black,Gold,True,0,Yes,Customer feedback 864: Need improvement,2024-04-17 09:44:26.082999,647.2,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('Medium')}"
866,83,108.3,0.7,Black,Bronze,False,1,Yes,Customer feedback 865: Great service!,2023-10-07 09:44:26.083001,44.8,"{'interests': ['Sports', 'Food'], 'source': np.str_('Mobile'), 'priority': np.str_('High')}"
867,27,87.83,2.1,Black,Gold,True,1,No,Customer feedback 866: Excellent products,2022-10-04 09:44:26.083004,54.0,"{'interests': ['Sports', 'Food'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
868,22,103.55,3.8,Yellow,Gold,True,1,No,Customer feedback 867: Great service!,2024-11-03 09:44:26.083006,457.2,"{'interests': ['Technology', 'Technology'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
869,55,93.14,9.8,Blue,Gold,False,0,Yes,Customer feedback 868: Could be better,2024-10-28 09:44:26.083008,549.6,"{'interests': ['Fashion', 'Technology'], 'source': np.str_('Web'), 'priority': np.str_('Low')}"
870,30,75.02,7.8,Green,Gold,True,1,Yes,Customer feedback 869: Excellent products,2024-01-14 09:44:26.083010,887.8,"{'interests': ['Fashion', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
871,48,98.66,7.3,Black,Gold,False,1,No,Customer feedback 870: Great service!,2023-06-21 09:44:26.083012,104.7,"{'interests': ['Food', 'Sports'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
872,64,120.32,1.2,Black,Bronze,True,1,No,Customer feedback 871: Need improvement,2022-08-20 09:44:26.083015,822.6,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
873,69,76.15,7.8,Blue,Silver,False,0,Yes,Customer feedback 872: Could be better,2023-03-03 09:44:26.083017,210.0,"{'interests': ['Sports', 'Technology'], 'source': np.str_('Mobile'), 'priority': np.str_('Medium')}"
874,73,76.16,7.9,Black,Silver,True,1,No,Customer feedback 873: Could be better,2024-06-05 09:44:26.083019,394.1,"{'interests': ['Fashion', 'Sports'], 'source': np.str_('Web'), 'priority': np.str_('High')}"
875,32,73.27,6.0,Yellow,Silver,True,1,Yes,Customer feedback 874: Could be better,2023-07-20 09:44:26.083021,316.6,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('High')}"
876,46,51.59,9.9,Yellow,Silver,True,0,No,Customer feedback 875: Need improvement,2023-06-18 09:44:26.083024,400.2,"{'interests': ['Technology', 'Food'], 'source': np.str_('Store'), 'priority': np.str_('Low')}"
